trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
370,False,"{'a': 0.1, 'e': 0.02451245483619269}",35,15,40.66119222634447,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
371,False,"{'a': 0.1, 'e': 0.024267330287830763}",20,11,17.216310312157816,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
372,False,"{'a': 0.1, 'e': 0.024024656984952455}",20,16,7.809064350877835,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
373,False,"{'a': 0.1, 'e': 0.02378441041510293}",20,16,6.809313128538169,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
374,False,"{'a': 0.1, 'e': 0.0235465663109519}",20,7,22.88150742369914,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
375,False,"{'a': 0.1, 'e': 0.02331110064784238}",20,11,6.448448286166992,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
376,False,"{'a': 0.1, 'e': 0.02307798964136396}",20,12,18.21365696773801,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
377,False,"{'a': 0.1, 'e': 0.022847209744950317}",25,18,12.604368466157863,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
378,False,"{'a': 0.1, 'e': 0.022618737647500817}",35,26,19.188247655122986,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
379,False,"{'a': 0.1, 'e': 0.022392550271025807}",20,16,6.681584251226054,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
380,False,"{'a': 0.1, 'e': 0.022168624768315548}",20,12,11.95922069734451,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
381,False,"{'a': 0.1, 'e': 0.021946938520632394}",20,14,13.354869234250602,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
382,False,"{'a': 0.1, 'e': 0.02172746913542607}",20,9,23.511871600418484,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
383,False,"{'a': 0.1, 'e': 0.021510194444071807}",25,15,16.489383877650283,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
384,False,"{'a': 0.1, 'e': 0.021295092499631088}",20,13,13.28939361098331,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
385,False,"{'a': 0.1, 'e': 0.02108214157463478}",25,12,16.029495341803315,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
386,False,"{'a': 0.1, 'e': 0.02087132015888843}",30,20,3.8791658665702133,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
387,False,"{'a': 0.1, 'e': 0.020662606957299545}",25,8,29.362382666265265,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
388,False,"{'a': 0.1, 'e': 0.02045598088772655}",20,12,16.44123288049263,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
389,False,"{'a': 0.1, 'e': 0.020251421078849283}",20,6,26.743384007226986,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
390,False,"{'a': 0.1, 'e': 0.02004890686806079}",20,3,25.72396887362875,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
391,False,"{'a': 0.1, 'e': 0.019848417799380184}",35,17,27.888552593498222,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
392,False,"{'a': 0.1, 'e': 0.01964993362138638}",20,15,10.789584910997107,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
393,False,"{'a': 0.1, 'e': 0.019453434285172516}",20,0,30.57797632441066,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
394,False,"{'a': 0.1, 'e': 0.01925889994232079}",20,9,22.031872153846567,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
395,False,"{'a': 0.1, 'e': 0.019066310942897586}",25,13,22.567263072486423,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
396,False,"{'a': 0.1, 'e': 0.01887564783346861}",25,9,27.428364004080866,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
397,False,"{'a': 0.1, 'e': 0.018686891355133923}",30,7,41.38894697036613,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
398,False,"{'a': 0.1, 'e': 0.01850002244158258}",20,13,12.238539039679287,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
399,False,"{'a': 0.1, 'e': 0.018315022217166757}",20,12,16.215440307323988,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
400,False,"{'a': 0.1, 'e': 0.018131871994995087}",20,5,21.669779089063944,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
401,False,"{'a': 0.1, 'e': 0.017950553275045137}",35,23,22.39965060633342,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
402,False,"{'a': 0.1, 'e': 0.017771047742294686}",35,25,19.546393643335826,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
403,False,"{'a': 0.1, 'e': 0.01759333726487174}",20,15,10.15011481630617,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
404,False,"{'a': 0.1, 'e': 0.017417403892223023}",25,18,13.974390494545776,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
405,False,"{'a': 0.1, 'e': 0.01724322985330079}",20,11,17.38779848354989,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
406,False,"{'a': 0.1, 'e': 0.017070797554767782}",25,3,38.278185970145785,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
407,False,"{'a': 0.1, 'e': 0.016900089579220106}",20,9,20.590044232857494,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
408,False,"{'a': 0.1, 'e': 0.016731088683427903}",25,11,26.16969643730237,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
409,False,"{'a': 0.1, 'e': 0.016563777796593626}",30,19,10.761711515844798,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
410,False,"{'a': 0.1, 'e': 0.016398140018627688}",20,10,18.83668480407238,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
411,False,"{'a': 0.1, 'e': 0.01623415861844141}",20,10,20.50026411142472,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
412,False,"{'a': 0.1, 'e': 0.016071817032256998}",20,5,26.848127220563043,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
413,False,"{'a': 0.1, 'e': 0.015911098861934425}",25,5,22.071255736997877,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
414,False,"{'a': 0.1, 'e': 0.015751987873315082}",25,14,21.548397475005423,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
415,False,"{'a': 0.1, 'e': 0.015594467994581931}",20,15,8.896010175470941,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
416,False,"{'a': 0.1, 'e': 0.015438523314636111}",25,20,9.607640512309985,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
417,False,"{'a': 0.1, 'e': 0.01528413808148975}",25,17,12.176709882524706,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
418,False,"{'a': 0.1, 'e': 0.015131296700674854}",20,14,11.113338707738144,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
419,False,"{'a': 0.1, 'e': 0.014979983733668104}",20,13,13.313771353327459,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
420,False,"{'a': 0.1, 'e': 0.014830183896331423}",35,24,24.19825077455514,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
421,False,"{'a': 0.1, 'e': 0.014681882057368109}",20,0,32.27288956951314,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
422,False,"{'a': 0.1, 'e': 0.014535063236794427}",25,0,-0.5508311299870654,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
423,False,"{'a': 0.1, 'e': 0.014389712604426484}",20,13,10.773837343666163,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
424,False,"{'a': 0.1, 'e': 0.014245815478382218}",25,13,18.488455454960036,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
425,False,"{'a': 0.1, 'e': 0.014103357323598397}",20,10,18.08563612131121,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
426,False,"{'a': 0.1, 'e': 0.013962323750362412}",25,3,35.844618346449344,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
427,False,"{'a': 0.1, 'e': 0.013822700512858787}",20,13,12.220672049814816,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
428,False,"{'a': 0.1, 'e': 0.013684473507730199}",30,23,14.347060289822434,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
429,False,"{'a': 0.1, 'e': 0.013547628772652897}",30,13,30.22387341416441,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
430,False,"{'a': 0.1, 'e': 0.013412152484926368}",20,8,24.064832924153244,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
431,False,"{'a': 0.1, 'e': 0.013278030960077104}",20,6,23.150238797420645,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
432,False,"{'a': 0.1, 'e': 0.013145250650476333}",25,12,26.795935878034925,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
433,False,"{'a': 0.1, 'e': 0.01301379814397157}",30,18,21.309298451392674,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
434,False,"{'a': 0.1, 'e': 0.012883660162531854}",25,10,21.703557118376317,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
435,False,"{'a': 0.1, 'e': 0.012754823560906535}",35,23,24.187451876545808,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
436,False,"{'a': 0.1, 'e': 0.01262727532529747}",30,16,27.943401219866956,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
437,False,"{'a': 0.1, 'e': 0.012501002572044496}",25,10,-2.7061597000874293,"{0: 13, 1: 0, 2: 1, 3: 1, 4: 0}",1
438,False,"{'a': 0.1, 'e': 0.01237599254632405}",20,0,34.80319741658519,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
439,False,"{'a': 0.1, 'e': 0.012252232620860809}",20,8,27.109839192563854,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
440,False,"{'a': 0.1, 'e': 0.012129710294652202}",25,17,18.610345976936298,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
441,False,"{'a': 0.1, 'e': 0.01200841319170568}",20,14,14.31631134551336,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
442,False,"{'a': 0.1, 'e': 0.011888329059788622}",25,13,24.263454454809867,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
443,False,"{'a': 0.1, 'e': 0.011769445769190737}",35,13,38.2133116280915,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
444,False,"{'a': 0.1, 'e': 0.011651751311498829}",25,16,18.512738474707003,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
445,False,"{'a': 0.1, 'e': 0.01153523379838384}",20,12,17.432618734985688,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
446,False,"{'a': 0.1, 'e': 0.011419881460400001}",25,14,20.658819096764514,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
447,False,"{'a': 0.1, 'e': 0.011305682645796001}",30,15,20.236565028714786,"{0: 14, 1: 1, 2: 0, 3: 0, 4: 0}",1
448,False,"{'a': 0.1, 'e': 0.011192625819338041}",20,0,30.04049383267066,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
449,False,"{'a': 0.1, 'e': 0.011080699561144661}",35,19,30.538077283778946,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
450,False,"{'a': 0.1, 'e': 0.010969892565533214}",20,10,14.591588428538724,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
451,False,"{'a': 0.1, 'e': 0.010860193639877882}",25,18,15.849980944113357,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
452,False,"{'a': 0.1, 'e': 0.010751591703479103}",20,13,13.982779153821184,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
453,False,"{'a': 0.1, 'e': 0.010644075786444312}",25,14,22.137246022696836,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
454,False,"{'a': 0.1, 'e': 0.01053763502857987}",25,11,27.067352564362803,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
455,False,"{'a': 0.1, 'e': 0.01043225867829407}",20,16,7.763303600390431,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
456,False,"{'a': 0.1, 'e': 0.01032793609151113}",20,10,20.040575240435007,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'a': 0.1, 'e': 0.010224656730596018}",20,5,25.369811265108957,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'a': 0.1, 'e': 0.010122410163290057}",25,11,22.6425151200964,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'a': 0.1, 'e': 0.010021186061657156}",20,12,16.416409092474012,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'a': 0.1, 'e': 0.009920974201040586}",25,14,21.289101657375827,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'a': 0.1, 'e': 0.009821764459030179}",25,14,19.635584009855798,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
462,False,"{'a': 0.1, 'e': 0.009723546814439878}",20,11,5.801024043557936,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
463,False,"{'a': 0.1, 'e': 0.009626311346295479}",20,0,29.423878490917247,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
464,False,"{'a': 0.1, 'e': 0.009530048232832523}",25,9,27.82814265756322,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
465,False,"{'a': 0.1, 'e': 0.009434747750504199}",30,13,30.28023370470124,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
466,False,"{'a': 0.1, 'e': 0.009340400272999157}",20,15,8.903882770092935,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
467,False,"{'a': 0.1, 'e': 0.009246996270269165}",25,11,27.69711679121612,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
468,False,"{'a': 0.1, 'e': 0.009154526307566474}",25,13,22.120802957712034,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
469,False,"{'a': 0.1, 'e': 0.009062981044490808}",35,16,30.53826980308973,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
470,False,"{'a': 0.1, 'e': 0.0089723512340459}",25,19,12.06706033701266,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
471,False,"{'a': 0.1, 'e': 0.00888262772170544}",25,16,17.07913611524032,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
472,False,"{'a': 0.1, 'e': 0.008793801444488386}",20,14,8.150437064700089,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
473,False,"{'a': 0.1, 'e': 0.008705863430043502}",25,5,35.05448434525939,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
474,False,"{'a': 0.1, 'e': 0.008618804795743068}",20,15,7.448438514861532,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
475,False,"{'a': 0.1, 'e': 0.008532616747785637}",30,24,10.855176197709454,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
476,False,"{'a': 0.1, 'e': 0.00844729058030778}",25,15,18.836932424216602,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
477,False,"{'a': 0.1, 'e': 0.008362817674504702}",25,17,15.471231555408416,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
478,False,"{'a': 0.1, 'e': 0.008279189497759656}",25,17,15.463869652917058,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
479,False,"{'a': 0.1, 'e': 0.008196397602782058}",25,12,20.47096975070456,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
480,False,"{'a': 0.1, 'e': 0.008114433626754238}",25,19,13.26160744385785,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
481,False,"{'a': 0.1, 'e': 0.008033289290486696}",20,10,21.289559768437044,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
482,False,"{'a': 0.1, 'e': 0.00795295639758183}",20,15,12.294314080190013,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
483,False,"{'a': 0.1, 'e': 0.00787342683360601}",25,9,22.375016482865583,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
484,False,"{'a': 0.1, 'e': 0.0077946925652699495}",30,19,19.927016158020653,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
485,False,"{'a': 0.1, 'e': 0.00771674563961725}",20,15,10.569402439570766,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
486,False,"{'a': 0.1, 'e': 0.007639578183221077}",30,17,26.715772158905548,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
487,False,"{'a': 0.1, 'e': 0.0075631824013888665}",20,12,13.447224305518267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
488,False,"{'a': 0.1, 'e': 0.0074875505773749785}",25,15,19.698686545744522,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
489,False,"{'a': 0.1, 'e': 0.007412675071601228}",30,15,26.979472963973176,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
490,False,"{'a': 0.1, 'e': 0.007338548320885216}",20,12,16.477362553877924,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
491,False,"{'a': 0.1, 'e': 0.0072651628376763635}",20,16,8.41971080616806,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
492,False,"{'a': 0.1, 'e': 0.0071925112092996}",30,13,28.09135608490208,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
493,False,"{'a': 0.1, 'e': 0.007120586097206604}",30,14,30.67697628309416,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
494,False,"{'a': 0.1, 'e': 0.007049380236234538}",20,10,16.48155511490079,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
495,False,"{'a': 0.1, 'e': 0.006978886433872193}",20,15,9.609493296844427,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
496,False,"{'a': 0.1, 'e': 0.00690909756953347}",25,14,22.646489557530412,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
497,False,"{'a': 0.1, 'e': 0.006840006593838136}",25,13,23.287900641085663,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
498,False,"{'a': 0.1, 'e': 0.006771606527899755}",25,13,20.57805889461748,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
499,False,"{'a': 0.1, 'e': 0.0067038904626207565}",20,15,7.23707660288951,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
500,False,"{'a': 0.1, 'e': 0.006636851557994549}",30,20,19.410017236777193,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
501,False,"{'a': 0.1, 'e': 0.006570483042414603}",20,11,17.804398970248517,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
502,False,"{'a': 0.1, 'e': 0.006504778211990457}",25,13,23.653205057207575,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
503,False,"{'a': 0.1, 'e': 0.006439730429870553}",20,8,22.2308171578215,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
504,False,"{'a': 0.1, 'e': 0.006375333125571847}",25,14,22.45788718242304,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
505,False,"{'a': 0.1, 'e': 0.006311579794316129}",35,17,30.465902211934456,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
506,False,"{'a': 0.1, 'e': 0.006248463996372968}",20,13,14.628663648050333,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
507,False,"{'a': 0.1, 'e': 0.0061859793564092375}",25,11,25.893707941632485,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
508,False,"{'a': 0.1, 'e': 0.006124119562845145}",20,12,13.201133941507113,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
509,False,"{'a': 0.1, 'e': 0.0060628783672166935}",25,14,19.787372016122383,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
510,False,"{'a': 0.1, 'e': 0.006002249583544526}",20,16,9.362082152720703,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
511,False,"{'a': 0.1, 'e': 0.005942227087709081}",20,0,3.6136226624521655,"{0: 19, 1: 0, 2: 0, 3: 1, 4: 0}",1
512,False,"{'a': 0.1, 'e': 0.00588280481683199}",25,16,14.305577711245707,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
513,False,"{'a': 0.1, 'e': 0.005823976768663671}",25,10,29.734007130837973,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
514,False,"{'a': 0.1, 'e': 0.0057657370009770335}",35,9,39.06513006095652,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
515,False,"{'a': 0.1, 'e': 0.005708079630967263}",30,14,28.871389110430083,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
516,False,"{'a': 0.1, 'e': 0.00565099883465759}",25,13,21.11333962559826,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
517,False,"{'a': 0.1, 'e': 0.005594488846311015}",20,13,13.268566225426493,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
518,False,"{'a': 0.1, 'e': 0.005538543957847904}",20,12,2.0706326090734515,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
519,False,"{'a': 0.1, 'e': 0.005483158518269426}",25,14,22.539647491090733,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
520,False,"{'a': 0.1, 'e': 0.005428326933086731}",20,7,25.749499907406992,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
521,False,"{'a': 0.1, 'e': 0.005374043663755864}",20,12,17.075107001113825,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
522,False,"{'a': 0.1, 'e': 0.005320303227118305}",20,4,24.706194342428123,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
523,False,"{'a': 0.1, 'e': 0.005267100194847122}",25,17,15.781224728544718,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
524,False,"{'a': 0.1, 'e': 0.005214429192898651}",25,6,36.283650253712146,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
525,False,"{'a': 0.1, 'e': 0.005162284900969664}",25,20,10.01286807989624,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
526,False,"{'a': 0.1, 'e': 0.005110662051959968}",30,6,41.32027531528854,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
527,False,"{'a': 0.1, 'e': 0.005059555431440368}",30,19,19.750534408889404,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
528,False,"{'a': 0.1, 'e': 0.005008959877125964}",20,9,21.11369862687138,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
529,False,"{'a': 0.1, 'e': 0.0049588702783547045}",20,16,7.48137388012359,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
530,False,"{'a': 0.1, 'e': 0.004909281575571157}",20,8,22.985778020015754,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
531,False,"{'a': 0.1, 'e': 0.0048601887598154455}",25,11,26.143712252066972,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
532,False,"{'a': 0.1, 'e': 0.004811586872217291}",20,16,8.33478196981919,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
533,False,"{'a': 0.1, 'e': 0.004763471003495118}",25,19,13.401452662876729,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
534,False,"{'a': 0.1, 'e': 0.004715836293460167}",30,21,16.197919129530167,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
535,False,"{'a': 0.1, 'e': 0.004668677930525565}",30,3,43.9206224366667,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
536,False,"{'a': 0.1, 'e': 0.0046219911512203095}",20,14,9.78700616415062,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
537,False,"{'a': 0.1, 'e': 0.004575771239708106}",20,10,17.387350969082934,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
538,False,"{'a': 0.1, 'e': 0.004530013527311025}",25,13,19.9722128013411,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
539,False,"{'a': 0.1, 'e': 0.004484713392037915}",25,8,32.083896674221116,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
540,False,"{'a': 0.1, 'e': 0.004439866258117536}",20,8,22.997528478417077,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
541,False,"{'a': 0.1, 'e': 0.004395467595536361}",25,18,12.244705927868683,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
542,False,"{'a': 0.1, 'e': 0.0043515129195809965}",30,18,17.689633502628272,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
543,False,"{'a': 0.1, 'e': 0.004307997790385187}",30,7,38.148753514060004,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
544,False,"{'a': 0.1, 'e': 0.004264917812481335}",25,19,9.504828522419752,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
545,False,"{'a': 0.1, 'e': 0.004222268634356522}",20,0,32.953049998317375,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
546,False,"{'a': 0.1, 'e': 0.004180045948012957}",20,9,18.888437820393648,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
547,False,"{'a': 0.1, 'e': 0.004138245488532827}",30,18,24.414660150517,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
548,False,"{'a': 0.1, 'e': 0.004096863033647498}",20,14,11.68673084062419,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
549,False,"{'a': 0.1, 'e': 0.0040558944033110235}",20,9,22.251566180813075,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
550,False,"{'a': 0.1, 'e': 0.004015335459277913}",25,20,6.8457504531942375,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
551,False,"{'a': 0.1, 'e': 0.003975182104685134}",20,16,7.897889875414409,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
552,False,"{'a': 0.1, 'e': 0.003935430283638282}",20,15,7.648391679728493,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
553,False,"{'a': 0.1, 'e': 0.0038960759808018995}",25,17,13.778819848211699,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
554,False,"{'a': 0.1, 'e': 0.0038571152209938807}",25,14,21.265080769291487,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
